"#include<bits/stdc++.h>
using namespace std;
typedef vector<string> VS;
typedef priority_queue<int> PQ;
template<class T>bool chmax(T &a, const T &b) { if (a < b) { a = b; return 1; } return 0; }
template<class T>bool chmin(T &a, const T &b) { if (b < a) { a = b; return 1; } return 0; }
#define fore(i,a) for(auto &i:a)
#define REP(i,n) for(int i=0;i<n;i++)
#define eREP(i,n) for(int i=0;i<=n;i++)
#define FOR(i,a,b) for(int i=(a);i<(b);++i)
#define eFOR(i,a,b) for(int i=(a);i<=(b);++i)
#define SORT(c) sort((c).begin(),(c).end())
#define rSORT(c) sort((c).rbegin(),(c).rend())
#define LB(x,a) lower_bound((x).begin(),(x).end(),(a))
#define UB(x,a) upper_bound((x).begin(),(x).end(),(a))
#define INF 1000000000
#define LLINF 9223372036854775807
#define mod 1000000007
//priority_queue<int,vector<int>, greater<int> > q2;



signed main() {
	cin.tie(0);
	ios::sync_with_stdio(false);

	int N; cin >> N;
	int A, B, C; cin >> A >> B >> C;
	int ans = LLINF;
	VI L(N);
	REP(i, N)cin >> L[i];
	SORT(L);
	do {
		int cnt = LLINF;
		VI sum(N + 1, 0);
		REP(i, N)sum[i + 1] = sum[i] + L[i];

		eFOR(i,1, N - 2) {
			eFOR(j, i + 1, N - 1) {
				eFOR(k, j + 1, N) {
					int tmp = 0;
					tmp += abs(sum[i] - A);
					tmp += abs(sum[j] - sum[i] - B);
					tmp += abs(sum[k] - sum[j] - C);

					tmp += 10 * (i - 1);
					tmp += 10 * (j - i - 1);
					tmp += 10 * (k - j - 1);

					chmin(cnt, tmp);
				}
			}
		}

		chmin(ans, cnt);

	} while (next_permutation(L.begin(), L.end()));






	cout << ans << endl;

	return 0;
}",0
"#include <iostream> // cout, endl, cin
#include <string> // string, to_string, stoi
#include <vector> // vector
#include <algorithm> // min, max, swap, sort, reverse, lower_bound, upper_bound
#include <utility> // pair, make_pair
#include <tuple> // tuple, make_tuple
#include <cstdint> // int64_t, int*_t
#include <cstdio> // printf
#include <map> // map
#include <queue> // queue, priority_queue
#include <set> // set
#include <stack> // stack
#include <deque> // deque
#include <unordered_map> // unordered_map
#include <unordered_set> // unordered_set
#include <bitset> // bitset
#include <cctype> // isupper, islower, isdigit, toupper, tolower
#include <math.h>
#include <iomanip>
using namespace std;
#define int long long


signed main(){
    cin.tie(0);
    cout.tie(0);
    ios::sync_with_stdio(false);

    int n,m; cin >> n >> m;
    vector<int> a(m),b(m);
    for(int i = 0;i < m;i ++) cin >> a.at(i) >> b.at(i);
    vector<int> s(0),g(0);
    for(int i = 0;i < m;i ++){
        if(a.at(i) == 1) s.push_back(b.at(i));
        else if(b.at(i) == 1) s.push_back(a.at(i));
        else if(a.at(i) == n) g.push_back(b.at(i));
        else if(b.at(i) == n) g.push_back(a.at(i));
    }
    if(s.size() == 0 || g.size() == 0){
        cout << ""IMPOSSIBLE"" << endl;
        return 0;
    }

    sort(s.begin(),s.end());
    sort(g.begin(),g.end());


    for(int i = 0;i < s.size();i ++){
        if(lower_bound(g.begin(),g.end(),s.at(i)) != upper_bound(g.begin(),g.end(),s.at(i))){
            cout << ""POSSIBLE"" << endl;
            return 0;
        }
    }
    cout << ""IMPOSSIBLE"" << endl;

}","#include <bits/stdc++.h>
using namespace std;
using ll=long long;
using vi = vector<int>;
using vvi = vector<vector<int>>;
using vl = vector<ll>;
using vvl = vector<vector<ll>>;
#define all(x) x.begin(),x.end()
#define rep(i,j,n) for (long long i = j; i < (long long)(n); i++)
#define _GLIBCXX_DEBUG
#define MOD 1000000007
template<class T> inline bool chmax(T& a, T b) { if (a < b) { a = b; return 1; } return 0; }
template<class T> inline bool chmin(T& a, T b) { if (a > b) { a = b; return 1; } return 0; }
//(a+b-1)/b

signed main(){
	ll n,m; cin>>n>>m;
	vvl g(n,vl(0));
	rep(i,0,m){
		ll a,b; cin>>a>>b;
		--a; --b;
		g[a].push_back(b);p
		g[b].push_back(a);
	}
	vector<bool> seen(n);
	seen[0]=true;
	vl dist(n);
	dist[0]-0;
	queue<ll> q;
	q.push(0);
	while(!q.empty()){
		ll k=q.front(); q.pop();
		for(ll c:g[k]){
			if(seen[c])continue;
			seen[c]=true;
			dist[c]=dist[k]+1;
			q.push(c);
		}
	}
	if(dist[n-1]==2)cout<<""POSSIBLE""<<endl;
	else cout<<""IMPOSSIBLE""<<endl;
	
	
	
	return 0;
}",0
"#include <bits/stdc++.h>
#define rep(i, n) for (int i = 0; i < (n); ++i)
using namespace std;
using ll = long long;
using P = pair<int, int>;

int main()
{
    vector<int> a(5);
    rep(i, 5) cin >> a[i];
    int mx = 0, ans = 0;
    rep(i, 5)
    {
        ans += a[i];
        int x = a[i] % 10;
        if (x == 0)
            continue;
        x = 10 - x;
        ans += x;
        mx = max(mx, x);
    }
    ans -= mx;
    cout << ans << endl;
    return 0;
}","#include <bits/stdc++.h>
#define rep(i, a, b) for(int i = a; i < (b); ++i)
#define trav(a, x) for(auto& a : x)
#define all(x) x.begin(), x.end()
#define endl ""\n""
#define speed() ios::sync_with_stdio(0);cin.tie(0);cout.tie(0);
#define sz(x) (int)(x).size()
#define _USE_MATH_DEFINES
using namespace std;
typedef long long int lli;
typedef long long ll;
typedef pair<int, int> pii;
typedef vector<int> vi;


int maxTime(int n) {
    return ((n + 9) / 10) * 10;
}

int remTime(int n) {
    return maxTime(n) - n;
}

int main() {
    speed();
    int d[5];
    rep(i, 0, 5) cin >> d[i];
    int sum1 = maxTime(d[0]) + maxTime(d[1]) + maxTime(d[2]) + maxTime(d[3]) + maxTime(d[4]);
    int sum2 = max({remTime(d[0]), remTime(d[1]), remTime(d[2]), remTime(d[3]), remTime(d[4])});
    cout << sum1 - sum2 << endl;
    return 0;
}",0
"#include<bits/stdc++.h>
using namespace std;

long long int n,k,i,j,a,b,c,dp[100010][3],ans;
string s;

signed main()
{
    ios_base::sync_with_stdio(0);
	cin.tie(0);
	cout.tie(0);
	
	cin>>n>>k>>a>>b>>c>>s;
	dp[0][1]=0;dp[0][2]=0;dp[0][3]=0;
	for (i=1;i<n+1;i++) for (j=1;j<4;j++)
	{
		dp[i][j]=0;
		if (j==1 && s[i-1]=='s') dp[i][j]=a;
		if (j==2 && s[i-1]=='p') dp[i][j]=b;
		if (j==3 && s[i-1]=='r') dp[i][j]=c;
		if (i>k) dp[i][j]=dp[i][j]+max(dp[i-k][j%3+1],dp[i-k][(j+1)%3+1]);
	}
	ans=0;
	for (i=0;i<min(n,k);i++) ans=ans+max(dp[n-i][1],max(dp[n-i][2],dp[n-i][3]));
	cout<<ans;
}","#include <bits/stdc++.h>
using namespace std;
#define rep(i, n) for (int i = 0; i < n; i++)

int n, k, r, s, p;
string t, u;

int main() {
    cin >> n >> k >> r >> s >> p >> t;
    int scr = 0;
    rep(i, n) {
        if (i < k) {
            if (t[i] == 'r') {
                scr += p;
                u.push_back('p');
            } else if (t[i] == 's') {
                scr += r;
                u.push_back('r');
            } else if (t[i] == 'p') {
                scr += s;
                u.push_back('s');
            }
        } else {
            if (t[i] == 'r') {
                if (u[i-k] != 'p') {
                    scr += p;
                    u.push_back('p');
                } else {
                    if (i+k < n) {
                        u.push_back(t[i+k]);
                    }
                }
            } else if (t[i] == 's') {
                if (u[i-k] != 'r') {
                    scr += r;
                    u.push_back('r');
                } else {
                    if (i+k < n) {
                        u.push_back(t[i+k]);
                    }
                }
            } else if (t[i] == 'p') {
                if (u[i-k] != 's') {
                    scr += s;
                    u.push_back('s');
                } else {
                    if (i+k < n) {
                        u.push_back(t[i+k]);
                    }
                }
            }
        }
    }
    cout << scr << endl;
}",0
"#include<iostream>
#include<algorithm>
#include<cstdio>
#include<cstdlib>
#include<vector>
#include<string>
#include<random>
#include<map>
#include<queue>
using namespace std;

int main(){

  int w, h;
  while(cin >> w >> h){
    if( w == 0 && h == 0 ) break;

    vector<string> t(h);
    for(int i=0; i<h; i++) cin >> t[i];
    int x, y;
    for(int i=0; i<h; i++){
      for(int j=0; j<w; j++){
        if( t[i][j] == '@' ){
          x = j;
          y = i;
        }
      }
    }

    vector< vector<bool> > b(h, vector<bool> (w, false));
    b[y][x] = true;
    queue< pair<int, int> > q;
    q.push( make_pair(x, y) );
    int dx[4] = {0, 1, 0, -1};
    int dy[4] = {1, 0, -1, 0};
    while(true){
      if( q.empty() ) break;

      pair<int, int> p = q.front();
      q.pop();
      int px = p.first;
      int py = p.second;

      for(int dir=0; dir<4; dir++){
        int tx = px + dx[dir];
        int ty = py + dy[dir];

        if( tx < 0 || tx >= w || ty < 0 || ty >= h ) continue;
        if( b[ty][tx] ) continue;
        if( t[ty][tx] == '#' ) continue;

        b[ty][tx] = true;
        q.push( make_pair(tx, ty) );
      }
    }
    int cnt = 0;
    for(int i=0; i<h; i++){
      for(int j=0; j<w; j++){
        if( b[i][j] ) cnt++;
      }
    }
    cout << cnt << endl;
  }

  return 0;
}","#include <iostream>
#include <vector>

using namespace std;

static int W, H;
static vector<string> field;

const int dx[4] = {0, 1, 0, -1};
const int dy[4] = {-1, 0, 1, 0};

int dfs(int x, int y) {
    if (x < 0 || x >= W || y < 0 || y >= H || field[y][x] == '#')
        return 0;

    field[y][x] = '#';
    int sum = 0;
    for (int k = 0; k < 4; k++) {
        sum += dfs(x + dx[k], y + dy[k]);
    }

    return sum + 1;
}

int main() {
    for (;;) {
        cin >> W >> H;
        if (W == 0) break;

        field.resize(H);
        int sx, sy;
        for (int y = 0; y < H; y++) {
            cin >> field[y];
            for (int x = 0; x < W; x++) {
                if (field[y][x] == '@') {
                    sx = x;
                    sy = y;
                    field[y][x] = '.';
                }
            }
        }

        cout << dfs(sx, sy) << endl;
    }
}",0
"#include <iostream>
#include <vector>

using namespace std;

static int W, H;
static vector<string> field;

const int dx[4] = {0, 1, 0, -1};
const int dy[4] = {-1, 0, 1, 0};

int dfs(int x, int y) {
    if (x < 0 || x >= W || y < 0 || y >= H || field[y][x] == '#')
        return 0;

    field[y][x] = '#';
    int sum = 0;
    for (int k = 0; k < 4; k++) {
        sum += dfs(x + dx[k], y + dy[k]);
    }

    return sum + 1;
}

int main() {
    for (;;) {
        cin >> W >> H;
        if (W == 0) break;

        field.resize(H);
        int sx, sy;
        for (int y = 0; y < H; y++) {
            cin >> field[y];
            for (int x = 0; x < W; x++) {
                if (field[y][x] == '@') {
                    sx = x;
                    sy = y;
                    field[y][x] = '.';
                }
            }
        }

        cout << dfs(sx, sy) << endl;
    }
}","#include <iostream>
#include <queue>
#include <utility>
using namespace std;

typedef pair<int, int> P;
const int W = 20, H = 20;
char board[H][W];

int bfs(int x, int y, int w, int h){
	int dx[] = {0, -1, 1, 0}, dy[] = {-1, 0, 0, 1}, c = 0;
	queue<P> q;
	q.push(make_pair(x, y));
	board[y][x] = '#';
	while(!q.empty()){
		P p = q.front();
		q.pop();
		++c;
		for(int i = 0;i < 4;++i){
			int nx = p.first + dx[i], ny = p.second + dy[i];
			if(0 <= nx && nx < w && 0 <= ny && ny < h && board[ny][nx] == '.'){
				q.push(make_pair(nx, ny));
				board[ny][nx] = '#';
			}
		}
	}
	return c;
}

int main(){
	int w, h, x, y;
	while(cin >> w >> h, w){
		for(int i = 0;i < h;++i){
			for(int j = 0;j < w;++j){
				cin >> board[i][j];
				if(board[i][j] == '@'){
					x = j;
					y = i;
				}
			}
		}
		cout << bfs(x, y, w, h) << endl;
	}
	return 0;
}",0
"#include <bits/stdc++.h>
using namespace std;

#define repd(i,a,b) for (int i=(a);i<(b);i++)
#define rep(i,n) repd(i,0,n)
template<class T> inline bool chmin(T& a, T b) { if (a > b) { a = b; return true; } return false; }
template<class T> inline bool chmax(T& a, T b) { if (a < b) { a = b; return true; } return false; }
typedef long long ll;

const long long INF = 1LL << 60;

ll reflect(ll a, ll b) {
    if (a > b) swap(a, b);
    if (b % a == 0) {
        return (2 * (b / a) - 1) * a;
    }
    else {
        return 2 * (b / a) * a + reflect(a, b % a);
    }
}

int main()
{
    ll N, X;
    cin >> N >> X;

    cout << N + reflect(N - X, X) << endl;
#include <iostream>
#include <algorithm>
#include <functional>
#include <vector>
#include <set>
#include <map>
#include <stack>
#include <queue>
#include <string>
#include <numeric>
#include <cmath>
#include <bitset>

#define rep(i, n) for (int i = 0; i < n; i++)
using namespace std;
typedef long long ll;
using P = pair<ll, ll>;

template<class T> inline bool chmin(T& a,T b) {if (a > b) {a = b; return true;} return false;}
template<class T> inline bool chmax(T& a,T b) {if (a < b) {a = b; return true;} return false;}

const ll MOD = 1000000007;
const int INF = 1<<30;
//const ll INF = (ll)1e18 + 1;

int main(){
  ll X, Y; cin >> X >> Y;
  vector<ll> a;
  while (X <= Y){
    a.push_back(X);
    X *= 2;
  }
  cout << a.size() << endl;
}

    return 0;
}","#include <bits/stdc++.h>
#define rep(i,n) for(ll i=0;i<(n);++i)
#define sayyes cout<<""Yes""<<endl;
#define sayno cout<<""No""<<endl;
#define vv(a,b) vector< vector<int> > v(a,vector<int>(b,0));
using namespace std;
typedef long long ll;
typedef pair<int,int>P;
const int mod =1e9+7;

int main()
{
    ll n,x;
    cin>>n>>x;
    ll a=max(n-x,x),b=min(n-x,x);
    ll ans=n;
    while(b)
    {
        ll q=a/b;
        ll r=a%b;
        ans+=(b*2)*q;
        if(r==0)ans-=b;

        a=b,b=r;
    }
    cout<<ans<<endl;
}",0
"#include <iostream>
#include <complex>
#include <vector>
#include <string>
#include <algorithm>
#include <cstdio>
#include <numeric>
#include <cstring>
#include <ctime>
#include <cstdlib>
#include <set>
#include <map>
#include <unordered_map>
#include <unordered_set>
#include <list>
#include <cmath>
#include <bitset>
#include <cassert>
#include <queue>
#include <stack>
#include <deque>
#include <random>
#include <iomanip>
#define rep(i,n) for(int i=0;i<n;i++)
using namespace std;
typedef long long int ll;
typedef long double ld;
typedef pair<ll,ll> P;
typedef pair<P,P> PP;
const ll MOD=1000000007;
const ll MAX_N=500010;
const ll INF=9999999999;


int main(){
    ll n,h;
    cin>>n>>h;
    vector<ll> b(n);
    ll a=0;
    for(ll i=0;i<n;i++){
        ll A;
        cin>>A>>b[i];
        a=max(a,A);
    }
    sort(b.begin(),b.end());
    ll ans=0;
    for(ll i=n-1;i>=0 && h>0 && b[i]>a;i--){
        ans++;
        h-=b[i];
    }
    if(h>0) ans+=(h+a-1)/a;
    cout<<ans<<endl;

}","#include <iostream>
#include <algorithm>
#include <iomanip>
#include <string>
#include <vector>
#include <math.h>
#include <queue>
#include <deque>
#include <stack>
#include <map>
#include <set>
#define PI 3.14159265359
using namespace std;
typedef long long ll;
typedef unsigned long long ull;
typedef pair<int, int> pai;
typedef pair<ll, ll> pal;
const int MOD = 1e9+7;
const ll LLINF = 1e18;


int main(){
	int n, h;
	cin >> n >> h;
	vector<int> a(n), b(n);
	priority_queue<int> pq;
	for (int i = 0; i < n; i++){
		cin >> a[i] >> b[i];
		pq.push(b[i]);
	}

	int ans = 0;
	sort(a.begin(), a.end(), greater<int>());
	while (h > 0 && !pq.empty()){
		if (pq.top() < a[0]) break;
		h -= pq.top();
		pq.pop();
		ans++;
	}

	if (h > 0){
		ans += (h+a[0]-1)/a[0];
	}
	cout << ans << endl;
	return 0;
}",0
"#include<bits/stdc++.h>
using namespace std;
typedef pair<int, int> P;
typedef long long ll;

ll N, M, color[100001], A, B, C;
vector<int> G[100001];

bool dfs(int now, int c){
	color[now] = c;
	for(int i=0; i<G[now].size(); i++){
		if(color[G[now][i]] != -1){
			if(color[G[now][i]] == c) return false;
			continue;
		}else{
			if(!dfs(G[now][i], 1-c)) return false;
		}
	}
	return true;
}

void dfs2(int now){
  color[now] = 2;
  for(int i=0; i<G[now].size(); i++){
    if(color[G[now][i]] != 2)
      dfs2(G[now][i]);
  }
  return;
}

int main(){
	cin >> N >> M;
	for(int i=0; i<M; i++){
		int u, v; cin >> u >> v;
		u--; v--;
		G[u].push_back(v);
		G[v].push_back(u);
	}
	for(int i=0; i<N; i++) color[i] = -1;
	for(int i=0; i<N; i++){
		if(!G[i].size()) A++;
		else{
			if(color[i] != -1) continue;
			if(dfs(i, 0)) B++;
			else{C++;
                       dfs2(i);

                    }
		}
	}
	ll ans = 2*B*B + A*A + 2*A*(N-A) + 2*B*C + C*C;
	cout << ans << endl;
	return 0;
}
","#include<stdio.h>
#include<math.h>
#include<algorithm>
#include<queue>
#include<deque>
#include<string>
#include<string.h>
#include<vector>
#include<set>
#include<map>
#include<stdlib.h>
using namespace std;
const long long mod=1000000007;
const long long inf=mod*mod;
const long long d2=500000004;
vector<int>g[110000];
int vis[110000];
int dist[110000];
bool bin=true;
int ad=0;
void dfs(int a){
	ad++;
	vis[a]=1;
	for(int i=0;i<g[a].size();i++){
		if(vis[g[a][i]]==1){
			if(dist[g[a][i]]%2==dist[a]%2){
				bin=false;
			}
			continue;
		}
		dist[g[a][i]]=dist[a]+1;
		dfs(g[a][i]);
	}
}
int main(){
	int a,b;scanf(""%d%d"",&a,&b);
	for(int i=0;i<b;i++){
		int p,q;scanf(""%d%d"",&p,&q);p--;q--;
		g[p].push_back(q);
		g[q].push_back(p);
	}
	int sg=0;
	int bi=0;
	int ot=0;
	for(int i=0;i<a;i++){
		if(vis[i])continue;
		bin=true;ad=0;
		dfs(i);
		if(ad==1)sg++;
		else if(bin)bi++;
		else ot++;
	}
	long long ret=0;
	ret+=(long long)sg*a*2-(long long)sg*sg;
	ret+=(long long)(bi+ot)*(bi+ot)+(long long)bi*bi;
	printf(""%lld\n"",ret);
}",0
"#include <bits/stdc++.h>
using namespace std;
using Graph = vector<vector<int>>;
#define rep(i, n) for (int i = 0; i < (int)(n); i++)
#define pii pair<int,int>
const long long MOD=1000000007;

int main(){
    int n;
    cin>>n;
    map<int,int> bou;
    rep(i,n){
        int a;
        cin>>a;
        bou[-1*a]++;//大きい順に取り出すため
    }
    long long ans=1;
    int count=0;
    for(auto a:bou){
        int l=-1*a.first,k=a.second;
        while(k>=2 && count<2){
            ans*=l;
            k-=2;
            count++;
        }
        if(count==2) break;
    }
    if(count==2) cout<<ans<<endl;
    else cout<<""0""<<endl;
    return 0;
}
","#include <bits/stdc++.h>
#define rep(a,n) for (ll a = 0; a < (n); ++a)
using namespace std;
typedef long long ll;
typedef pair<ll,ll> P;
typedef vector<vector<ll> > Graph;
template<class T> inline bool chmax(T& a, T b) { if (a < b) { a = b; return 1; } return 0; }
template<class T> inline bool chmin(T& a, T b) { if (a > b) { a = b; return 1; } return 0; }
const ll INF = 1e18;

int main(){
    ll n;
    cin >> n;
    vector<ll>a(n);
    rep(i,n)cin>> a[i];
    map<ll,ll>x;
    rep(i,n){
        ll now = a[i];
        x[now]++;
    }
    vector<ll>k;
    vector<ll>s;
    for(auto itr=x.begin();itr!=x.end();itr++){
        if((itr->second)>=2){
            k.push_back(itr->first);
        }
        if((itr->second)>=4){
            s.push_back(itr->first);
        }
    }
    sort(k.begin(),k.end());
    reverse(k.begin(),k.end());
    sort(s.rbegin(),s.rend());
    ll res=0;
    if((ll)k.size()<=1&&(ll)s.size()==0){
        cout << 0 << endl;
    }
    else{
    if(s.size()!=0){
        res = s[0]*s[0];
    }
    if(k.size()>=2){
        chmax(res,k[0]*k[1]);
    }
    cout << res << endl;
    }
    return 0;
}",0
"#include<bits/stdc++.h>
#define ll long long int

using namespace std;

const ll mod=1000000007;
const ll inf=LONG_LONG_MAX;

int main(){

  ll n;
  cin >> n;
  ll d[n];
  for(int i=0;i<n;i++)cin >> d[i];

  sort(d,d+n);
  if(n%2==1)cout << 0 << endl;
  else{
    cout << d[n/2]-d[n/2-1] << endl;
  }


}","#include <bits/stdc++.h>
using namespace std;  

int main(){
    int n, d, num[100001] = {}, ans;
    cin >> n; 
    
    for ( int i = 0; i < n; i++ ) {
        cin >> d;
        num[d]++;
    } 
    
    for ( int i = 0; i < 100000; i++ ) {
        num[i+1] += num[i];
    }
    
    ans = 0;
    for ( int i = 1; i < 100000; i++ ) {
        if ( num[100000] - num[i] == num[i] ) {
            ans ++;
        }
    } 
    
    cout << ans << endl;
    
    return (0);
}",0
"#include <bits/stdc++.h>
using namespace std;
#define rep(i,n) for (int i = 0; i < (n); i++)
#define rrep(i,n) for (int i = 1; i <= (n); i++)
using ll = long long;
using Graph = vector<vector<int>>;
using P = pair<int,int>;


bool g[10][10];

int main() {
  int n,m;
  cin >> n >> m;

  rep(i,m) {
    int a,b;
    cin >> a >> b;
    a--; b--;
    g[a][b] = true;
    g[b][a] = true;
  }

  std::vector<int> v(n);
  rep(i,n) v[i] = i;

  int ans = 0;
  do {
    if (v[0] != 0) break;

    bool ok = true;
    rep(i,n-1) {
      if (!g[v[i]][v[i+1]]) {
        ok = false;
      }
    }
    if (ok) ans++;
  } while (next_permutation(v.begin(), v.end()));

  cout << ans << endl;
}","#include<bits/stdc++.h>
using namespace std;

int N,M,a,b,startingPoint,visite,ans;
vector<int> adj[100100];
bool visited[100100];

void dfs(int x){
	if(visited[x]) return;
	visited[x] = true;
    visite++;
	for(int i = 0;i < adj[x].size();i++){
		int y = adj[x][i];
		dfs(y);
	}
    if (visite == N) ans++;
	visited[x] = false;
    visite--;
}

int main(){
	ios_base::sync_with_stdio(false);
	cin.tie(NULL);
	cout.tie(NULL);
	cin>>N>>M;
	for(int i = 1;i <= M;i++){
		cin>>a>>b;
		adj[a].push_back(b);
		adj[b].push_back(a);
	}
	dfs(1);
    cout<<ans<<endl;
	return 0;
}",0
"#include <bits/stdc++.h>
using namespace std;
using ll = long long;
#define rep(i, n) for (int i = 0; i < (int)(n); i++)
#define all(x) (x).begin(),(x).end()
const ll INF = 1LL << 60;

int main(){
    int n;
    cin >> n;
    vector<int> h(n);
    rep(i,n) cin >> h[i];

    //左側からスタートし、続いている区間の数をactiveで記録する
    int ans=0;
    int active=0;
    rep(i,n){
        //もしactiveが足りていたらactiveをh[i]に合わせる
        //新たに区間を始める必要はない
        if(active >= h[i]){
            active = h[i];
        }
        //activeが足りていなかったらそこから足りない分の区間を始める
        else{
            ans += h[i]-active;
            active=h[i];
        }
    }
    cout << ans << endl;

}","#include<bits/stdc++.h>
using namespace std;
typedef long long ll;

int main(){
    int n;
    cin >> n;
    vector<int> h(n);
    int full=0;
    for(int i=0; i<n; i++){
        cin >> h.at(i);
        full += h.at(i);
    }
    int count=0;
    int total=0;
    while(total<full){
        int l,r;
        l=0;r=n;
        for(int i=0; i<n; i++){
            if(h.at(i) >0){
                l = i;
                break;
            }
        }
        for(int i=l; i<n; i++){
            if(h.at(i) == 0){
                r=i;
                break;
            }
        }
        for(int i=l; i<r; i++){
            h.at(i)--;
        }
        total += r-l;
        count++; 
    }
    cout << count << endl;
}",0
"#include<bits/stdc++.h>
using namespace std;
#define N 100010
#define ll long long
int main()
{
    ll a,b,c,d;
    cin>>a>>b>>c>>d;
    ll ans = max(max(max(a*c,a*d),b*c),b*d);
    cout<<ans;  
    return 0;
}
","#include <bits/stdc++.h>
#define mem(a,b) memset(a,b,sizeof a)
#define MAX 100005
using namespace std;
typedef long long ll;

int main()
{
    ios::sync_with_stdio(false);
    ll a,b,c,d;
    cin>>a>>b>>c>>d;
    ll ans[4]={a*c,a*d,b*c,b*d};
    sort(ans,ans+4);
    cout<<ans[3];
}",0
"#include<iostream>
#include<bits/stdc++.h>
using namespace std;
const int MAX=1e5+9;
int vis[MAX];
stack<int>st;
vector<int>adj[MAX];
void dfs(int s){
	vis[s]=1;
	for(int i=0;i<adj[s].size();i++){
		if(vis[adj[s][i]]!=1)
			dfs(adj[s][i]);
	}
	st.push(s);
}
int main(){
	memset(vis, 0, sizeof(vis));
	int n,m;
	cin>>n>>m;
	while(m--){
		int x,y;
		cin>>x>>y;
		adj[x].push_back(y);
	}
	for(int i=0;i<n;i++){
		if(vis[i]==0)
			dfs(i);
	}
	while(!st.empty()){
		cout<<st.top()<<""\n"";
		st.pop();
	}
//	cout<<""\n"";

}","#include <iostream>
#include <vector>
#include <queue>

using namespace std;

int V, E;
vector<int> G[10010];
vector<int> ans;
int indeg[10010];
bool used[10010];

void bfs(int s) {
    queue<int> que;
    que.push(s);
    used[s] = true;
    while (!que.empty()) {
        int u = que.front(); que.pop();
        ans.push_back(u);
        for (auto v: G[u]) {
            indeg[v]--;
            if (indeg[v] == 0 && !used[v]) {
                used[v] = true;
                que.push(v);
            }
        }
    }
}

void tsort() {
    for (int u = 0; u < V; u++) {
        used[u] = false;
        indeg[u] = 0;
    }

    for (int u = 0; u < V; u++)
        for (auto v: G[u]) indeg[v]++;

    for (int u = 0; u < V; u++)
        if (indeg[u] == 0 && !used[u]) bfs(u);
}


int main(void) {
    cin >> V >> E;
    for (int i = 0; i < E; i++) {
        int s, t;
        cin >> s >> t;
        G[s].push_back(t);
    }

    tsort();
    for (auto i: ans) cout << i << endl;

    return 0;
}",0
